resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,positionDiff,status,year,circuitId,race_name,race_date,circuit_name,location,country,lat,lng,geometry,dob,driver_nat,driver_name,constr_name,constr_nat
23007,952,20,6,5,6,3,3,3,15.0,66,+5.581,6105598,39,2,1:27.974,190.488,1,-3,Finished,2016,4,Spanish Grand Prix,2016-05-15,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23030,953,20,6,5,4,4,4,4,12.0,78,+15.846,7184979,62,2,1:18.005,154.005,1,0,Finished,2016,6,Monaco Grand Prix,2016-05-29,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23072,955,20,6,5,3,2,2,2,18.0,51,+16.696,5589062,49,5,1:47.028,201.917,1,-1,Finished,2016,73,European Grand Prix,2016-06-19,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23113,956,20,6,5,9,\N,R,21,0.0,26,\N,\N,10,21,1:11.441,217.992,27,12,Tyre,2016,70,Austrian Grand Prix,2016-07-03,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23123,957,20,6,5,11,9,9,9,2.0,52,+1:31.654,5787485,44,7,1:36.933,218.786,1,-2,Finished,2016,9,British Grand Prix,2016-07-10,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23140,958,20,6,5,5,4,4,4,12.0,70,+28.213,6058328,59,4,1:24.383,186.904,1,-1,Finished,2016,11,Hungarian Grand Prix,2016-07-24,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23163,959,20,6,5,6,5,5,5,10.0,67,+32.570,5476770,48,2,1:18.710,209.203,1,-1,Finished,2016,10,German Grand Prix,2016-07-31,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23186,960,20,6,5,4,6,6,6,8.0,44,+45.394,6336452,35,5,1:52.728,223.674,1,2,Finished,2016,13,Belgian Grand Prix,2016-08-28,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23229,962,20,6,5,22,5,5,5,10.0,61,+27.694,6976644,45,2,1:47.345,169.863,1,-17,Finished,2016,15,Singapore Grand Prix,2016-09-18,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23268,963,20,6,5,5,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,17,Collision,2016,2,Malaysian Grand Prix,2016-10-02,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23294,965,20,6,5,6,4,4,4,12.0,56,+43.134,5935752,55,1,1:39.877,198.712,1,-2,Finished,2016,69,United States Grand Prix,2016-10-23,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23317,966,20,6,5,7,5,5,5,10.0,71,+27.313,6058715,61,2,1:22.497,187.817,1,-2,Finished,2016,32,Mexican Grand Prix,2016-10-30,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23359,968,20,6,5,5,3,3,3,15.0,55,+0.843,5884856,43,1,1:43.729,192.756,1,-2,Finished,2016,24,Abu Dhabi Grand Prix,2016-11-27,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23400,970,20,6,5,2,2,2,2,18.0,56,+6.250,5862408,40,2,1:35.423,205.648,1,0,Finished,2017,17,Chinese Grand Prix,2017-04-09,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23419,971,20,6,5,3,1,1,1,25.0,57,1:33:53.374,5633374,36,4,1:33.826,207.652,1,-2,Finished,2017,3,Bahrain Grand Prix,2017-04-16,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23440,972,20,6,5,1,2,2,2,18.0,52,+0.617,5289360,49,2,1:37.312,216.343,1,1,Finished,2017,71,Russian Grand Prix,2017-04-30,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23460,973,20,6,5,2,2,2,2,18.0,66,+3.490,5759987,43,2,1:23.674,200.277,1,0,Finished,2017,4,Spanish Grand Prix,2017-05-14,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23479,974,20,6,5,2,1,1,1,25.0,78,1:44:44.340,6284340,38,2,1:15.238,159.669,1,-1,Finished,2017,6,Monaco Grand Prix,2017-05-28,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23522,976,20,6,5,4,4,4,4,12.0,51,+5.976,7441549,47,1,1:43.441,208.919,1,0,Finished,2017,73,Azerbaijan Grand Prix,2017-06-25,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23543,977,20,6,5,2,2,2,2,18.0,71,+0.658,4909181,69,4,1:07.496,230.306,1,0,Finished,2017,70,Austrian Grand Prix,2017-07-09,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23568,978,20,6,5,3,7,7,7,6.0,51,+1:33.989,4981419,38,5,1:31.872,230.838,1,4,Finished,2017,9,British Grand Prix,2017-07-16,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23582,979,20,6,5,1,1,1,1,25.0,70,1:39:46.713,5986713,69,4,1:20.807,195.176,1,0,Finished,2017,11,Hungarian Grand Prix,2017-07-30,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23603,980,20,6,5,2,2,2,2,18.0,44,+2.358,5085178,41,1,1:46.577,236.583,1,0,Finished,2017,13,Belgian Grand Prix,2017-08-27,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23659,982,20,6,5,1,\N,R,18,0.0,0,\N,\N,\N,0,\N,\N,3,17,Accident,2017,15,Singapore Grand Prix,2017-09-17,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23665,983,20,6,5,20,4,4,4,12.0,56,+37.362,5438652,41,1,1:34.080,212.104,1,-16,Finished,2017,2,Malaysian Grand Prix,2017-10-01,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23703,985,20,6,5,2,2,2,2,18.0,56,+10.143,5641134,51,1,1:37.766,203.003,1,0,Finished,2017,69,United States Grand Prix,2017-10-22,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23725,986,20,6,5,1,4,4,4,12.0,71,+1:10.078,5856630,68,1,1:18.785,196.666,1,3,Finished,2017,32,Mexican Grand Prix,2017-10-29,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23764,988,20,6,5,3,3,3,3,15.0,55,+19.330,5673392,5,2,1:40.770,198.416,1,0,Finished,2017,24,Abu Dhabi Grand Prix,2017-11-26,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23802,990,20,6,5,1,1,1,1,25.0,57,1:32:01.940,5521940,21,7,1:34.453,206.274,1,0,Finished,2018,3,Bahrain Grand Prix,2018-04-08,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23829,991,20,6,5,1,8,8,8,4.0,56,+35.286,5771666,24,9,1:37.479,201.311,1,7,Finished,2018,17,Chinese Grand Prix,2018-04-15,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23845,992,20,6,5,1,4,4,4,12.0,51,+5.329,6229620,38,4,1:45.530,204.783,1,3,Finished,2018,73,Azerbaijan Grand Prix,2018-04-29,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23865,993,20,6,5,3,4,4,4,12.0,66,+27.584,5757556,61,2,1:19.128,211.783,1,1,Finished,2018,4,Spanish Grand Prix,2018-05-13,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23883,994,20,6,5,2,2,2,2,18.0,78,+7.336,6182143,14,7,1:16.065,157.933,1,0,Finished,2018,6,Monaco Grand Prix,2018-05-27,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23926,996,20,6,5,3,5,5,5,10.0,53,+1:01.935,5473320,42,4,1:34.485,222.587,1,2,Finished,2018,34,French Grand Prix,2018-06-24,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,POINT (5.79167 43.2506),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23944,997,20,6,5,6,3,3,3,15.0,71,+3.181,4919205,67,2,1:07.082,231.728,1,-3,Finished,2018,70,Austrian Grand Prix,2018-07-01,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
23962,998,20,6,5,2,1,1,1,25.0,52,1:27:29.784,5249784,47,1,1:30.696,233.831,1,-1,Finished,2018,9,British Grand Prix,2018-07-08,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24000,999,20,6,5,1,\N,R,18,0.0,51,\N,\N,39,6,1:17.290,213.046,3,17,Accident,2018,10,German Grand Prix,2018-07-22,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24004,1000,20,6,5,4,2,2,2,18.0,70,+17.123,5853550,70,2,1:20.056,197.007,1,-2,Finished,2018,11,Hungarian Grand Prix,2018-07-29,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24023,1001,20,6,5,2,1,1,1,25.0,44,1:23:34.476,5014476,25,2,1:46.644,236.435,1,-1,Finished,2018,13,Belgian Grand Prix,2018-08-26,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24065,1003,20,6,5,3,3,3,3,15.0,61,+39.984,6711595,48,6,1:44.669,174.137,1,0,Finished,2018,15,Singapore Grand Prix,2018-09-16,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24085,1004,20,6,5,3,3,3,3,15.0,53,+7.487,5252668,50,3,1:35.990,219.322,1,0,Finished,2018,71,Russian Grand Prix,2018-09-30,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24126,1006,20,6,5,5,4,4,4,12.0,56,+18.222,5676865,41,3,1:38.280,201.941,1,-1,Finished,2018,69,United States Grand Prix,2018-10-21,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24144,1007,20,6,5,4,2,2,2,18.0,71,+17.316,5926167,49,4,1:19.522,194.844,1,-2,Finished,2018,32,Mexican Grand Prix,2018-10-28,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24184,1009,20,6,5,3,2,2,2,18.0,55,+2.581,5982963,54,1,1:40.867,198.225,1,-1,Finished,2018,24,Abu Dhabi Grand Prix,2018-11-25,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24227,1011,20,6,5,2,5,5,5,10.0,57,+36.068,5697363,43,4,1:34.895,205.313,1,3,Finished,2019,3,Bahrain Grand Prix,2019-03-31,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24245,1012,20,6,5,3,3,3,3,15.0,56,+13.774,5540124,37,2,1:34.836,206.921,1,0,Finished,2019,17,Chinese Grand Prix,2019-04-14,Shanghai International Circuit,Shanghai,China,31.3389,121.22,POINT (121.22 31.3389),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24265,1013,20,6,5,3,3,3,3,15.0,51,+11.739,5524681,46,4,1:44.629,206.546,1,0,Finished,2019,73,Azerbaijan Grand Prix,2019-04-28,Baku City Circuit,Baku,Azerbaijan,40.3725,49.8533,POINT (49.8533 40.3725),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24286,1014,20,6,5,3,4,4,4,12.0,66,+9.167,5759610,64,4,1:19.820,209.947,1,1,Finished,2019,4,Spanish Grand Prix,2019-05-12,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24307,1015,20,6,5,4,2,2,2,18.0,78,+2.602,6211039,9,9,1:16.277,157.494,1,-2,Finished,2019,6,Monaco Grand Prix,2019-05-26,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24350,1017,20,6,5,7,5,5,5,11.0,53,+1:02.796,5133994,53,1,1:32.740,226.775,1,-2,Finished,2019,34,French Grand Prix,2019-06-23,Circuit Paul Ricard,Le Castellet,France,43.2506,5.79167,POINT (5.79167 43.2506),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24369,1018,20,6,5,9,4,4,4,12.0,71,+19.610,4941432,62,2,1:07.676,229.694,1,-5,Finished,2019,70,Austrian Grand Prix,2019-06-30,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24401,1019,20,6,5,6,16,16,16,0.0,51,\N,\N,46,3,1:28.733,239.004,11,10,+1 Lap,2019,9,British Grand Prix,2019-07-14,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24407,1020,20,6,5,20,2,2,2,18.0,64,+7.333,6278608,63,2,1:16.794,214.423,1,-18,Finished,2019,10,German Grand Prix,2019-07-28,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24428,1021,20,6,5,5,3,3,3,15.0,70,+1:01.433,5765229,65,4,1:19.786,197.673,1,-2,Finished,2019,11,Hungarian Grand Prix,2019-08-04,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24449,1022,20,6,5,2,4,4,4,13.0,44,+26.422,5052132,36,1,1:46.409,236.957,1,2,Finished,2019,13,Belgian Grand Prix,2019-09-01,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24486,1024,20,6,5,3,1,1,1,25.0,61,1:58:33.667,7113667,57,5,1:44.802,173.916,1,-2,Finished,2019,15,Singapore Grand Prix,2019-09-22,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24523,1025,20,6,5,3,\N,R,18,0.0,26,\N,\N,16,10,1:38.245,214.288,75,15,Power loss,2019,71,Russian Grand Prix,2019-09-29,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24547,1027,20,6,5,2,2,2,2,18.0,71,+1.766,5810670,68,3,1:19.381,195.190,1,0,Finished,2019,32,Mexican Grand Prix,2019-10-27,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,POINT (-99.0907 19.4042),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24635,1031,20,6,5,11,10,10,10,1.0,71,+24.545,5480284,71,8,1:08.623,226.524,1,-1,Finished,2020,70,Austrian Grand Prix,2020-07-05,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24585,1028,20,6,5,2,\N,R,20,0.0,7,\N,\N,6,19,1:42.165,194.262,22,18,Suspension,2019,69,United States Grand Prix,2019-11-03,Circuit of the Americas,Austin,USA,30.1328,-97.6411,POINT (-97.6411 30.1328),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24610,1030,20,6,5,4,5,5,5,10.0,55,+1:04.357,5710072,55,3,1:40.128,199.688,1,1,Finished,2019,24,Abu Dhabi Grand Prix,2019-12-01,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24665,1032,20,6,5,10,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,130,10,Collision damage,2020,70,Styrian Grand Prix,2020-07-12,Red Bull Ring,Spielberg,Austria,47.2197,14.7647,POINT (14.7647 47.2197),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24671,1033,20,6,5,5,6,6,6,8.0,69,\N,\N,49,14,1:20.363,196.254,11,1,+1 Lap,2020,11,Hungarian Grand Prix,2020-07-19,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24695,1034,20,6,5,10,10,10,10,1.0,52,+41.857,5323140,44,15,1:30.537,234.242,1,0,Finished,2020,9,British Grand Prix,2020-08-02,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24717,1035,20,6,5,11,12,12,12,0.0,52,+1:13.370,4855363,49,13,1:30.785,233.602,1,1,Finished,2020,9,70th Anniversary Grand Prix,2020-08-09,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24732,1036,20,6,5,11,7,7,7,6.0,65,\N,\N,48,18,1:22.707,202.618,11,-4,+1 Lap,2020,4,Spanish Grand Prix,2020-08-16,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24758,1037,20,6,5,14,13,13,13,0.0,44,+1:12.894,5121655,31,16,1:49.958,229.309,1,-1,Finished,2020,13,Belgian Grand Prix,2020-08-30,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24795,1039,20,6,5,14,10,10,10,1.0,59,+29.983,8405043,59,8,1:21.202,232.531,1,-4,Finished,2020,76,Tuscan Grand Prix,2020-09-13,Autodromo Internazionale del Mugello,Mugello,Italy,43.9975,11.3719,POINT (11.3719 43.9975),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24818,1040,20,6,5,14,13,13,13,0.0,52,\N,\N,46,14,1:39.588,211.398,11,-1,+1 Lap,2020,71,Russian Grand Prix,2020-09-27,Sochi Autodrom,Sochi,Russia,43.4057,39.9578,POINT (39.9578 43.4057),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24836,1041,20,6,5,11,11,11,11,0.0,60,+40.810,5790451,43,7,1:30.408,204.990,1,0,Finished,2020,20,Eifel Grand Prix,2020-10-11,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24855,1042,20,6,5,15,10,10,10,1.0,65,\N,\N,62,10,1:20.731,207.489,11,-5,+1 Lap,2020,75,Portuguese Grand Prix,2020-10-25,Autódromo Internacional do Algarve,Portimão,Portugal,37.227,-8.6267,POINT (-8.6267 37.227),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24877,1043,20,6,5,14,12,12,12,0.0,63,+28.453,5340883,44,7,1:17.767,227.248,1,-2,Finished,2020,21,Emilia Romagna Grand Prix,2020-11-01,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24918,1045,20,6,5,11,13,13,13,0.0,56,\N,\N,41,11,1:33.861,207.575,11,2,+1 Lap,2020,3,Bahrain Grand Prix,2020-11-29,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24937,1046,20,6,5,13,12,12,12,0.0,87,+22.611,5497725,56,5,0:56.905,224.141,1,-1,Finished,2020,3,Sakhir Grand Prix,2020-12-06,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
24959,1047,20,6,5,13,14,14,14,0.0,54,\N,\N,37,6,1:41.475,197.037,11,1,+1 Lap,2020,24,Abu Dhabi Grand Prix,2020-12-13,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1987-07-03,German,Sebastian Vettel,Ferrari,Italian
7826,14,21,6,3,17,13,13,13,0.0,61,+1:19.890,7046227,49,14,1:49.417,166.910,1,-4,Finished,2009,15,Singapore Grand Prix,2009-09-27,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,POINT (103.864 1.2914),1973-01-14,Italian,Giancarlo Fisichella,Ferrari,Italian
16082,17,21,6,3,20,16,16,16,0.0,54,\N,\N,54,16,1:41.132,197.705,11,-4,+1 Lap,2009,24,Abu Dhabi Grand Prix,2009-11-01,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,POINT (54.6031 24.4672),1973-01-14,Italian,Giancarlo Fisichella,Ferrari,Italian
1172,72,22,6,2,12,\N,R,14,0.0,49,\N,\N,22,10,1:36.878,205.978,27,2,Tyre,2005,2,Malaysian Grand Prix,2005-03-20,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,POINT (101.738 2.76083),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1187,73,22,6,2,20,9,9,9,0.0,56,\N,\N,23,8,1:32.976,209.550,11,-11,+1 Lap,2005,3,Bahrain Grand Prix,2005-04-03,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,POINT (50.5106 26.0325),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1213,74,22,6,2,9,\N,R,15,0.0,18,\N,\N,13,15,1:24.435,210.325,10,6,Electrical,2005,21,San Marino Grand Prix,2005-04-24,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167,POINT (11.7167 44.3439),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1227,75,22,6,2,16,9,9,9,0.0,65,\N,\N,64,12,1:17.156,215.889,11,-7,+1 Lap,2005,4,Spanish Grand Prix,2005-05-08,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,POINT (2.26111 41.57),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1244,76,22,6,2,10,8,8,8,1.0,78,+37.570,6353126,51,6,1:16.916,156.326,1,-2,Finished,2005,6,Monaco Grand Prix,2005-05-22,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,POINT (7.42056 43.7347),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1257,77,22,6,2,7,3,3,3,6.0,59,+18.549,5525197,44,3,1:31.028,203.594,1,-4,Finished,2005,20,European Grand Prix,2005-05-29,Nürburgring,Nürburg,Germany,50.3356,6.9475,POINT (6.9475 50.3356),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1323,80,22,6,2,5,9,9,9,0.0,69,\N,\N,4,12,1:17.960,203.689,11,4,+1 Lap,2005,8,French Grand Prix,2005-07-03,Circuit de Nevers Magny-Cours,Magny Cours,France,46.8642,3.16361,POINT (3.16361 46.8642),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1341,81,22,6,2,5,7,7,7,2.0,60,+1:16.6,5146188,41,9,1:22.302,224.874,1,2,Finished,2005,9,British Grand Prix,2005-07-10,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694,POINT (-1.01694 52.0786),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1364,82,22,6,2,15,10,10,10,0.0,66,\N,\N,47,12,1:16.528,215.168,11,-5,+1 Lap,2005,10,German Grand Prix,2005-07-24,Hockenheimring,Hockenheim,Germany,49.3278,8.56583,POINT (8.56583 49.3278),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1384,83,22,6,2,7,10,10,10,0.0,69,\N,\N,20,11,1:22.768,190.551,11,3,+1 Lap,2005,11,Hungarian Grand Prix,2005-07-31,Hungaroring,Budapest,Hungary,47.5789,19.2486,POINT (19.2486 47.5789),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
1439,86,22,6,2,12,5,5,5,4.0,44,+1:18.1,5479395,44,4,1:52.590,223.053,1,-7,Finished,2005,13,Belgian Grand Prix,2005-09-11,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,POINT (5.97139 50.4372),1972-05-23,Brazilian,Rubens Barrichello,Ferrari,Italian
